Pharmacy_Name,Area,Medicine_Name,Medicine_Category,Stock_Quantity,Reorder_Level,Daily_Usage,Demand_Level,Delivery_Time_Days,Season,Disease_Outbreak,Date,Availability,Contact_Number,Opening_Hour,Closing_Hour,Home_Delivery,Delivery_Time_Minutes,Pharmacy_Type,Last_Updated
MedPlus,Thane,Azithromycin,Antibiotic,50,34,7,Low,6,Summer,No,2025-10-08,Available,9912904349,10,22,Yes,24,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Paracetamol,Painkiller,77,20,15,Medium,4,Winter,Yes,2025-11-18,Available,9631706422,10,21,No,53,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Vitamin D,Supplement,72,40,11,Medium,2,Summer,No,2025-10-29,Available,9504279720,9,22,Yes,44,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Dolo,Painkiller,62,37,14,Medium,3,Winter,Yes,2025-11-30,Available,9591323757,10,23,No,47,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,3,46,18,High,5,Rainy,Yes,2025-08-26,Low Stock,9852503120,9,22,Yes,42,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Dolo,Painkiller,66,40,14,Medium,4,Summer,No,2025-02-17,Available,9480299888,10,21,No,26,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,ORS,Hydration,51,26,15,Medium,6,Winter,No,2025-11-02,Available,9661251948,8,21,Yes,10,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Cetrizine,Allergy,43,46,6,Low,6,Summer,No,2025-02-25,Low Stock,9106944315,10,21,No,18,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Insulin,Diabetes,10,35,15,Medium,4,Winter,Yes,2025-12-05,Low Stock,9156482780,9,23,No,46,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Azithromycin,Antibiotic,49,42,18,High,6,Rainy,Yes,2025-08-04,Available,9374314285,9,22,Yes,23,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,49,39,5,Low,5,Summer,No,2025-04-05,Available,9211229849,8,23,Yes,32,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,65,20,6,Low,5,Winter,No,2025-12-04,Available,9157863166,10,22,Yes,15,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Insulin,Diabetes,80,24,18,High,4,Rainy,Yes,2025-06-15,Available,9279786368,9,23,No,45,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Cetrizine,Allergy,41,47,13,Medium,5,Summer,No,2025-09-11,Low Stock,9577348145,10,23,No,14,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Crocin,Painkiller,79,38,8,Low,6,Summer,No,2025-09-22,Available,9860640459,8,22,Yes,22,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Dolo,Painkiller,43,30,15,Medium,3,Summer,No,2025-09-13,Available,9852068352,8,21,Yes,29,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Insulin,Diabetes,54,28,15,Medium,5,Summer,No,2025-10-02,Available,9290853792,10,23,Yes,18,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Insulin,Diabetes,51,43,21,High,4,Winter,Yes,2025-01-20,Available,9687095389,9,22,Yes,38,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Insulin,Diabetes,70,24,12,Medium,3,Rainy,No,2025-06-24,Available,9481843595,10,21,Yes,10,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Cetrizine,Allergy,17,24,8,Low,4,Summer,No,2025-04-16,Low Stock,9662809030,8,23,Yes,29,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Cetrizine,Allergy,34,37,14,Medium,5,Summer,No,2025-04-18,Low Stock,9294802649,10,23,Yes,54,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Dolo,Painkiller,42,22,8,Low,6,Winter,No,2025-12-05,Available,9313982746,10,21,No,46,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Vitamin D,Supplement,12,40,11,Medium,3,Summer,No,2025-04-26,Low Stock,9666142514,8,21,Yes,17,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Vitamin D,Supplement,28,30,8,Low,6,Rainy,No,2025-06-28,Low Stock,9790084953,10,21,Yes,21,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Azithromycin,Antibiotic,73,49,9,Medium,3,Rainy,No,2025-08-23,Available,9489952855,8,23,Yes,21,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,78,30,7,Low,4,Summer,No,2025-09-08,Available,9869365043,10,21,Yes,28,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Crocin,Painkiller,32,33,10,Medium,4,Summer,No,2025-09-01,Low Stock,9981016088,9,23,No,47,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Paracetamol,Painkiller,38,46,14,Medium,3,Summer,No,2025-09-08,Low Stock,9865751508,9,22,No,20,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Metformin,Diabetes,5,28,21,High,2,Rainy,Yes,2025-07-27,Low Stock,9884625246,9,22,No,10,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Dolo,Painkiller,51,22,15,Medium,4,Rainy,Yes,2025-06-13,Available,9812570076,8,21,Yes,12,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,60,25,14,Medium,2,Summer,No,2025-03-15,Available,9933452384,9,21,No,49,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Crocin,Painkiller,78,31,12,Medium,2,Summer,No,2025-05-30,Available,9234508557,9,21,Yes,53,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Metformin,Diabetes,0,41,10,Medium,6,Summer,No,2025-04-14,Out of Stock,9383221167,10,22,No,27,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Vitamin D,Supplement,4,48,12,Medium,2,Summer,No,2025-10-11,Low Stock,9270767624,9,21,Yes,24,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,53,24,14,Medium,5,Rainy,No,2025-07-30,Available,9984814756,8,23,Yes,57,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,5,29,9,Medium,6,Summer,No,2025-05-03,Low Stock,9641690188,10,21,No,45,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,ORS,Hydration,25,28,8,Low,3,Summer,No,2025-05-09,Low Stock,9820532468,9,21,Yes,37,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Crocin,Painkiller,32,41,16,High,2,Winter,Yes,2025-12-25,Low Stock,9294356071,8,23,No,14,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,ORS,Hydration,76,40,12,Medium,3,Summer,No,2025-10-28,Available,9738887028,10,23,Yes,35,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Crocin,Painkiller,6,29,13,Medium,4,Winter,Yes,2025-12-21,Low Stock,9599253199,8,23,Yes,46,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,ORS,Hydration,42,22,9,Medium,5,Winter,No,2025-01-12,Available,9165002165,8,22,Yes,30,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Vitamin D,Supplement,33,41,13,Medium,4,Winter,No,2025-11-13,Low Stock,9355744435,10,23,No,32,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,12,38,10,Medium,4,Summer,No,2025-09-06,Low Stock,9843757695,9,21,Yes,13,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,49,20,6,Low,3,Winter,No,2025-12-09,Available,9888122804,8,21,Yes,31,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Paracetamol,Painkiller,18,43,6,Low,4,Summer,No,2025-02-06,Low Stock,9584463571,10,21,No,35,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,53,30,15,Medium,5,Summer,No,2025-05-28,Available,9246477941,9,23,Yes,39,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,45,40,12,Medium,3,Winter,No,2025-11-15,Available,9381124327,9,23,Yes,17,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Dolo,Painkiller,1,39,15,Medium,3,Summer,No,2025-04-12,Low Stock,9883224973,8,22,No,31,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Cetrizine,Allergy,29,21,5,Low,3,Summer,No,2025-03-18,Available,9276265671,8,21,Yes,55,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Vitamin D,Supplement,43,50,6,Low,4,Summer,No,2025-10-15,Low Stock,9687234538,9,23,Yes,46,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,50,26,12,Medium,4,Summer,No,2025-05-03,Available,9802451981,9,23,No,11,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Cetrizine,Allergy,61,25,5,Low,4,Summer,No,2025-02-09,Available,9127836139,9,22,Yes,42,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,45,49,15,Medium,3,Summer,No,2025-04-24,Low Stock,9773637138,8,21,Yes,41,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,20,46,8,Low,2,Summer,No,2025-02-27,Low Stock,9382027086,8,21,No,10,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,27,31,15,Medium,3,Winter,Yes,2025-12-27,Low Stock,9683727271,8,23,Yes,39,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,ORS,Hydration,63,49,15,Medium,4,Summer,No,2025-04-12,Available,9582363048,10,23,Yes,17,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Cetrizine,Allergy,50,31,5,Low,5,Rainy,No,2025-08-04,Available,9350058095,9,21,Yes,46,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Azithromycin,Antibiotic,39,26,10,Medium,5,Summer,No,2025-09-17,Available,9653211902,8,21,No,52,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Azithromycin,Antibiotic,40,42,10,Medium,5,Rainy,No,2025-08-02,Low Stock,9984584900,8,21,Yes,14,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Dolo,Painkiller,8,24,21,High,3,Rainy,Yes,2025-07-31,Low Stock,9610544372,9,21,No,19,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Metformin,Diabetes,76,39,7,Low,6,Winter,No,2025-01-13,Available,9489560048,9,22,No,60,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,ORS,Hydration,59,36,14,Medium,3,Summer,No,2025-10-06,Available,9907505456,9,23,Yes,10,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Azithromycin,Antibiotic,5,32,13,Medium,5,Rainy,No,2025-07-10,Low Stock,9719980027,9,22,No,27,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Azithromycin,Antibiotic,59,44,14,Medium,5,Summer,No,2025-02-27,Available,9500912770,8,22,Yes,10,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Dolo,Painkiller,31,26,10,Medium,6,Winter,Yes,2025-12-17,Available,9976989112,8,22,No,27,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Metformin,Diabetes,43,29,13,Medium,2,Summer,No,2025-03-25,Available,9650685517,10,23,Yes,38,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,71,20,8,Low,6,Summer,No,2025-03-09,Available,9903137306,9,21,Yes,24,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Cetrizine,Allergy,27,48,6,Low,4,Winter,No,2025-01-17,Low Stock,9439139555,8,22,Yes,20,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,44,37,5,Low,6,Rainy,No,2025-07-03,Available,9312671469,8,23,Yes,36,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Metformin,Diabetes,44,32,8,Low,3,Summer,No,2025-10-18,Available,9655868278,10,23,Yes,53,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Cetrizine,Allergy,70,43,17,High,3,Winter,Yes,2025-11-28,Available,9322704245,8,21,Yes,35,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Cetrizine,Allergy,77,26,10,Medium,2,Rainy,No,2025-08-07,Available,9599411583,8,23,No,47,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Insulin,Diabetes,22,48,6,Low,6,Rainy,No,2025-07-31,Low Stock,9623454914,8,23,No,37,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,47,34,15,Medium,5,Winter,Yes,2025-12-06,Available,9509208717,8,21,Yes,12,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,13,20,19,High,2,Rainy,Yes,2025-07-14,Low Stock,9448522892,8,22,Yes,11,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,27,26,15,Medium,5,Winter,No,2025-11-02,Available,9800505795,8,23,No,24,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Paracetamol,Painkiller,44,29,13,Medium,2,Winter,No,2025-11-26,Available,9312668221,8,23,Yes,60,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Azithromycin,Antibiotic,70,34,8,Low,6,Summer,No,2025-04-14,Available,9607384509,9,23,Yes,27,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,39,50,21,High,5,Rainy,Yes,2025-06-06,Low Stock,9185878924,10,23,Yes,28,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Insulin,Diabetes,50,26,11,Medium,4,Summer,No,2025-02-21,Available,9601277010,10,23,Yes,19,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Amoxicillin,Antibiotic,52,47,13,Medium,6,Summer,No,2025-02-12,Available,9350540086,8,22,Yes,58,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Crocin,Painkiller,12,49,25,High,3,Rainy,Yes,2025-07-21,Low Stock,9833462708,10,23,No,40,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Paracetamol,Painkiller,4,40,7,Low,2,Summer,No,2025-03-07,Low Stock,9984929394,8,22,No,40,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Crocin,Painkiller,66,20,15,Medium,2,Summer,No,2025-03-26,Available,9298536688,10,21,No,33,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Azithromycin,Antibiotic,30,23,14,Medium,6,Summer,No,2025-03-23,Available,9160004830,8,22,Yes,41,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Azithromycin,Antibiotic,28,39,7,Low,5,Summer,No,2025-10-07,Low Stock,9486981320,10,23,Yes,32,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,80,34,22,High,6,Rainy,Yes,2025-08-31,Available,9779401121,8,22,No,59,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Crocin,Painkiller,57,20,10,Medium,5,Summer,No,2025-03-24,Available,9876920731,9,21,Yes,42,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Paracetamol,Painkiller,47,20,12,Medium,3,Rainy,Yes,2025-06-11,Available,9561473301,10,22,No,60,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,ORS,Hydration,79,21,14,Medium,6,Rainy,Yes,2025-07-03,Available,9328288649,8,23,Yes,48,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Crocin,Painkiller,17,25,6,Low,2,Rainy,No,2025-08-07,Low Stock,9848190029,8,22,Yes,12,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,71,33,9,Medium,4,Summer,No,2025-04-04,Available,9225179153,8,23,No,30,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,37,47,15,Medium,4,Rainy,No,2025-06-20,Low Stock,9615347840,8,23,No,56,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Cetrizine,Allergy,75,40,13,Medium,6,Rainy,No,2025-06-07,Available,9650951286,10,21,Yes,39,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,77,34,12,Medium,2,Summer,No,2025-02-17,Available,9987034049,10,23,No,20,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,46,36,22,High,6,Winter,Yes,2025-01-11,Available,9320065387,8,22,No,13,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,68,33,8,Low,5,Summer,No,2025-10-13,Available,9678952772,10,23,Yes,38,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,78,28,10,Medium,3,Summer,No,2025-09-01,Available,9947949993,10,21,Yes,13,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Paracetamol,Painkiller,64,32,9,Medium,4,Summer,No,2025-03-17,Available,9333877938,8,21,No,46,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,25,28,14,Medium,3,Rainy,Yes,2025-08-01,Low Stock,9349584578,8,21,No,38,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Azithromycin,Antibiotic,18,44,11,Medium,6,Winter,No,2025-11-21,Low Stock,9259868843,8,23,No,14,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Cetrizine,Allergy,13,30,15,Medium,3,Rainy,No,2025-08-11,Low Stock,9491668865,10,23,Yes,23,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,20,45,9,Medium,2,Summer,No,2025-02-14,Low Stock,9185007003,9,22,No,57,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Crocin,Painkiller,36,48,13,Medium,2,Summer,No,2025-10-03,Low Stock,9641846627,8,22,Yes,12,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Azithromycin,Antibiotic,26,47,5,Low,2,Winter,No,2025-11-15,Low Stock,9394813891,8,23,No,60,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,65,39,15,Medium,4,Winter,No,2025-11-11,Available,9478397586,10,21,Yes,46,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Metformin,Diabetes,31,45,9,Medium,4,Winter,No,2025-12-01,Low Stock,9263128195,9,23,No,48,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Metformin,Diabetes,72,27,5,Low,5,Summer,No,2025-09-29,Available,9687886957,10,21,Yes,39,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Amoxicillin,Antibiotic,31,27,13,Medium,2,Rainy,No,2025-08-01,Available,9272622761,10,21,Yes,16,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Crocin,Painkiller,72,47,11,Medium,5,Summer,No,2025-04-22,Available,9791933381,10,23,Yes,38,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,54,26,14,Medium,2,Winter,Yes,2025-12-18,Available,9157960276,9,22,No,18,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,ORS,Hydration,63,21,12,Medium,6,Summer,No,2025-04-13,Available,9174090050,10,23,Yes,44,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Amoxicillin,Antibiotic,79,26,11,Medium,2,Summer,No,2025-02-12,Available,9510146616,9,22,No,48,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Azithromycin,Antibiotic,54,41,24,High,3,Rainy,Yes,2025-07-21,Available,9100891411,8,22,No,34,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,79,25,9,Medium,3,Winter,No,2025-11-06,Available,9368146723,9,21,No,54,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Crocin,Painkiller,38,28,14,Medium,2,Winter,Yes,2025-12-07,Available,9300329453,8,23,No,23,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Dolo,Painkiller,7,50,15,Medium,4,Summer,No,2025-10-30,Low Stock,9441692776,8,21,No,58,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Amoxicillin,Antibiotic,5,25,11,Medium,3,Summer,No,2025-04-04,Low Stock,9435113640,9,21,No,45,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Amoxicillin,Antibiotic,64,48,11,Medium,4,Summer,No,2025-02-09,Available,9615030396,10,22,Yes,42,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Vitamin D,Supplement,74,33,24,High,4,Rainy,Yes,2025-07-20,Available,9449599988,10,23,Yes,54,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Dolo,Painkiller,24,27,15,Medium,5,Summer,No,2025-10-01,Low Stock,9822169220,9,21,Yes,44,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,45,28,20,High,6,Winter,Yes,2025-01-30,Available,9191050852,8,21,No,37,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,80,42,8,Low,6,Summer,No,2025-04-11,Available,9717331786,10,22,No,51,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,29,23,12,Medium,3,Summer,No,2025-05-20,Available,9474578503,8,23,No,15,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,40,45,16,High,6,Winter,Yes,2025-12-22,Low Stock,9151015735,10,21,Yes,60,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Metformin,Diabetes,61,37,9,Medium,5,Summer,No,2025-03-20,Available,9948365868,8,21,Yes,12,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,ORS,Hydration,71,43,13,Medium,6,Winter,No,2025-01-22,Available,9505217942,10,21,Yes,43,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,30,31,12,Medium,6,Winter,No,2025-12-17,Low Stock,9391305775,10,21,Yes,14,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Paracetamol,Painkiller,62,39,14,Medium,6,Summer,No,2025-05-04,Available,9383257620,8,23,Yes,13,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Amoxicillin,Antibiotic,42,48,15,Medium,3,Rainy,Yes,2025-06-25,Low Stock,9598192353,10,23,Yes,38,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Crocin,Painkiller,73,31,9,Medium,3,Rainy,No,2025-06-10,Available,9923835996,8,23,No,10,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Insulin,Diabetes,33,49,12,Medium,2,Summer,No,2025-10-03,Low Stock,9999158829,8,21,No,32,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,52,35,9,Medium,6,Summer,No,2025-03-07,Available,9866422303,10,22,Yes,30,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Vitamin D,Supplement,10,20,6,Low,6,Summer,No,2025-05-06,Low Stock,9247686903,9,23,No,45,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Dolo,Painkiller,27,42,9,Medium,3,Rainy,No,2025-07-23,Low Stock,9249265919,8,21,No,23,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,9,28,12,Medium,5,Winter,No,2025-12-25,Low Stock,9519248273,9,22,No,59,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Crocin,Painkiller,37,37,17,High,2,Rainy,Yes,2025-08-11,Available,9356065348,10,23,Yes,28,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Insulin,Diabetes,34,23,12,Medium,2,Rainy,Yes,2025-06-24,Available,9264106259,8,23,No,42,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Cetrizine,Allergy,2,29,12,Medium,3,Winter,Yes,2025-12-03,Low Stock,9366601956,9,22,No,24,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Crocin,Painkiller,12,37,11,Medium,4,Summer,No,2025-03-15,Low Stock,9880498988,9,23,No,23,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Cetrizine,Allergy,31,28,9,Medium,2,Summer,No,2025-04-28,Available,9622358845,9,23,No,41,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,63,23,14,Medium,6,Rainy,No,2025-06-27,Available,9345678709,10,23,No,12,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Crocin,Painkiller,8,50,19,High,4,Winter,Yes,2025-01-11,Low Stock,9702893924,9,23,No,50,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Amoxicillin,Antibiotic,55,34,10,Medium,6,Summer,No,2025-10-13,Available,9635248594,9,21,Yes,55,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Amoxicillin,Antibiotic,25,23,14,Medium,5,Winter,Yes,2025-01-22,Available,9674230277,10,23,No,16,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Dolo,Painkiller,8,34,17,High,2,Rainy,Yes,2025-07-04,Low Stock,9239216979,9,21,No,58,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Azithromycin,Antibiotic,15,21,6,Low,5,Winter,No,2025-11-04,Low Stock,9956896155,9,23,No,52,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,36,27,15,Medium,4,Rainy,No,2025-08-22,Available,9893616218,9,22,Yes,14,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,24,38,6,Low,6,Summer,No,2025-04-29,Low Stock,9851336838,10,22,Yes,41,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,43,22,7,Low,5,Summer,No,2025-03-21,Available,9902109026,10,22,No,12,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,ORS,Hydration,43,42,15,Medium,6,Summer,No,2025-03-06,Available,9489555740,8,22,Yes,15,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Insulin,Diabetes,76,27,20,High,5,Winter,Yes,2025-01-29,Available,9528615889,10,23,No,10,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Metformin,Diabetes,71,20,12,Medium,3,Summer,No,2025-02-20,Available,9267797947,8,23,No,30,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,47,39,15,Medium,6,Summer,No,2025-04-27,Available,9172905483,8,21,Yes,21,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Dolo,Painkiller,22,30,21,High,3,Rainy,Yes,2025-08-30,Low Stock,9149782033,8,22,No,60,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Metformin,Diabetes,44,26,6,Low,2,Rainy,No,2025-08-21,Available,9135124883,9,22,Yes,13,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,13,49,5,Low,6,Summer,No,2025-02-21,Low Stock,9980555660,8,23,No,38,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Insulin,Diabetes,25,40,14,Medium,3,Summer,No,2025-09-02,Low Stock,9491625735,9,21,No,10,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Metformin,Diabetes,19,50,12,Medium,4,Summer,No,2025-03-31,Low Stock,9808972592,10,22,Yes,14,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Metformin,Diabetes,47,42,15,Medium,3,Winter,Yes,2025-12-13,Available,9414468334,9,21,Yes,14,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,73,20,15,Medium,5,Summer,No,2025-09-28,Available,9181173416,10,23,Yes,12,Retail,2026-04-26 08:22:08.464303
